Date,Sales Representative,Product/Service,Region/Location,Customer,Sales Amount (INR),Units Sold,Sales Channel,Discount Offered (INR or %),Profit (INR),Cost of Goods Sold (COGS) (INR),Order Status,Payment Method,Lead Source
2024-12-31,Priya,Tablet,Chennai,Samar Bakshi,52991,1,Online,6236.1979702856825,15236.217451408766,31518.584578305552,Shipped,Cash on Delivery (COD),Search Engine
2024-12-21,Anjali,Camera,Lucknow,Jairaj Nagy,60003,2,Retail,1988.0,24583.546360751832,33431.45363924817,Returned,Cash on Delivery (COD),Social Media
2024-12-10,Sushma,Tablet,Hyderabad,Lopa Vala,46906,1,Online,3456.0,18041.903513125922,25408.096486874078,Shipped,UPI,Search Engine
2024-11-28,Anjali,Laptop,Ahmedabad,Meghana Ravi,91278,1,Online,3189.0,32928.19549972775,55160.80450027225,Pending,Net Banking,Referral
2024-05-11,Karan,Air Conditioner,Pune,Ekanta Gopal,64636,2,Retail,4164.0,26172.412667765355,34299.587332234645,Shipped,Credit Card,Email
2024-09-12,Ravi,Tablet,Ahmedabad,Netra Kashyap,25695,1,Online,5506.333243178244,6912.936321168872,13275.730435652884,Cancelled,UPI,Direct Visit
2024-12-04,Vikram,Headphones,Mumbai,Gunbir Raman,2080,4,Online,3368.0,-2298.504838702243,1010.5048387022429,Returned,UPI,Referral
2025-01-03,Ravi,Laptop,Delhi,Dalbir Karan,52541,1,Retail,6117.721084227465,9025.660190910494,37397.61872486204,Shipped,UPI,Referral
2024-06-03,Manoj,Air Conditioner,Jaipur,Garima Srivastava,39620,2,Retail,2337.8680618715644,16962.54460598455,20319.58733214389,Pending,Cash on Delivery (COD),Social Media
2024-06-26,Sushma,Refrigerator,Jaipur,Brijesh Bandi,38503,2,Online,1797.0,12035.213910700182,24670.786089299818,Cancelled,Net Banking,Referral
2024-08-11,Rajesh,Air Conditioner,Lucknow,Wridesh Dora,33106,2,Online,4702.259406528983,9299.4339138271,19104.306679643916,Pending,Credit Card,Advertisement
2024-10-21,Manoj,Refrigerator,Delhi,Nidra Varughese,58329,1,Online,222.0,27521.75978464196,30585.24021535804,Pending,Net Banking,Search Engine
2024-12-22,Priya,Smartphone,Lucknow,Vedhika Ram,28348,2,Retail,3984.0,6951.226100241252,17412.773899758748,Returned,Net Banking,Social Media
2024-08-15,Anjali,Camera,Ahmedabad,Hema Varughese,71337,1,Online,10553.1546136627,14293.129812186904,46490.715574150396,Pending,Net Banking,Direct Visit
2024-11-09,Anjali,Bluetooth Speaker,Jaipur,Fitan Hans,6233,4,Retail,1022.2892123007817,2643.5737023977135,2567.1370853015046,Shipped,Cash on Delivery (COD),Direct Visit
2024-12-09,Rajesh,Smartwatch,Chennai,Gaurika Vohra,21902,2,Retail,3452.4605897776114,6502.191949659635,11947.347460562754,Cancelled,Debit Card,Email
2024-04-08,Rajesh,Headphones,Mumbai,Lopa Vala,2514,1,Retail,485.7987931920523,985.2841329140533,1042.9170738938944,Shipped,Credit Card,Search Engine
2024-12-04,Neha,Tablet,Bangalore,Ubika Kari,15850,2,Online,969.5503066709283,6677.531955882001,8202.917737447071,Shipped,Debit Card,Advertisement
2024-03-20,Vikram,Tablet,Pune,Chaitanya Sachar,23778,2,Retail,1811.8773491818292,9959.355297763905,12006.767353054267,Completed,Debit Card,Direct Visit
2024-04-09,Anjali,Camera,Ahmedabad,Nikita Bera,67139,2,Online,2023.0,31501.01888658318,33614.98111341682,Cancelled,Net Banking,Social Media
2024-03-17,Neha,Air Conditioner,Pune,Sneha Singhal,35795,1,Retail,508.0,12448.851421305826,22838.148578694174,Pending,Net Banking,Search Engine
2025-01-15,Karan,Air Conditioner,Mumbai,Harrison Shere,31672,1,Retail,3110.0,9747.899154869276,18814.100845130724,Cancelled,Net Banking,Search Engine
2024-05-24,Rajesh,Bluetooth Speaker,Pune,Zansi Shankar,1578,5,Online,1961.0,-1034.8509299339385,651.8509299339383,Cancelled,UPI,Direct Visit
2024-10-12,Amit,Washing Machine,Ahmedabad,Brijesh Bandi,56972,2,Retail,3727.0,27534.928677486045,25710.071322513955,Returned,Debit Card,Direct Visit
2025-01-13,Priya,Tablet,Chennai,Bina Kant,20254,2,Retail,2225.0,6471.078764801987,11557.921235198013,Shipped,UPI,Search Engine
2024-01-25,Manoj,Headphones,Lucknow,Vanya Jaggi,9085,4,Online,2262.795363162049,2939.441489961004,3882.7631468769464,Pending,Cash on Delivery (COD),Referral
2024-09-02,Priya,Smartwatch,Jaipur,Krishna Sood,3079,2,Online,231.0,1413.067431821308,1434.932568178692,Returned,Credit Card,Email
2024-04-11,Priya,Smartphone,Pune,Netra Kashyap,63038,4,Retail,7059.845716380703,21077.702867196276,34900.45141642302,Completed,Net Banking,Referral
2024-07-20,Amit,Tablet,Hyderabad,Ubika Khatri,57537,1,Retail,1145.0,22426.72793064895,33965.27206935105,Completed,Debit Card,Social Media
2024-02-23,Amit,Refrigerator,Jaipur,Yash Babu,70621,1,Retail,16608.465491338513,16703.37119098385,37309.16331767764,Cancelled,Credit Card,Direct Visit
2024-11-17,Manoj,Washing Machine,Hyderabad,Bhavna Nath,27564,2,Retail,4670.0,10400.546327571057,12493.453672428943,Returned,Net Banking,Search Engine
2024-08-08,Neha,Laptop,Delhi,Pavani Nair,132681,2,Retail,3166.0,48625.87920671987,80889.12079328013,Pending,Net Banking,Social Media
2024-08-26,Anjali,Air Conditioner,Mumbai,Gayathri Shetty,40867,2,Retail,3109.0,12759.163969657126,24998.836030342874,Completed,UPI,Referral
2024-10-03,Neha,Washing Machine,Hyderabad,Jairaj Sankaran,58573,1,Retail,4247.0,26337.87646016398,27988.12353983602,Pending,UPI,Direct Visit
2024-08-24,Karan,Air Conditioner,Jaipur,Mohini Bail,32882,1,Retail,3617.344560956606,11718.221306339792,17546.4341327036,Returned,Net Banking,Email
2024-10-04,Anjali,Bluetooth Speaker,Chennai,Zansi Shankar,7021,5,Online,840.0634580702957,3538.1177625882715,2642.8187793414327,Completed,Net Banking,Email
2024-08-26,Rajesh,Tablet,Jaipur,Gaurika Vohra,40481,2,Retail,1004.0,16007.456984617744,23469.543015382256,Shipped,UPI,Social Media
2024-06-04,Amit,Laptop,Ahmedabad,Dalbir Karan,131258,1,Retail,8433.855738087565,34878.698465864196,87945.44579604824,Shipped,UPI,Advertisement
2024-05-22,Manoj,Refrigerator,Kolkata,Chakrika Kadakia,68945,1,Retail,4509.0,26717.481812661194,37718.51818733881,Shipped,Net Banking,Direct Visit
2024-02-14,Anjali,Smartwatch,Delhi,Advika Vyas,20116,1,Online,1997.0,8144.598710954329,9974.40128904567,Shipped,Net Banking,Direct Visit
2024-10-01,Rajesh,Bluetooth Speaker,Delhi,Farhan Wali,2564,4,Online,2230.0,-606.511924460942,940.511924460942,Completed,Credit Card,Advertisement
2024-06-13,Priya,Refrigerator,Hyderabad,Yoshita Misra,39939,2,Online,6179.741946275026,8146.959855881487,25612.298197843487,Completed,Net Banking,Search Engine
2024-07-14,Amit,Tablet,Jaipur,Vanya Jaggi,43507,2,Retail,4408.00584775022,14755.918975738405,24343.075176511375,Shipped,UPI,Social Media
2024-04-20,Amit,Smartphone,Kolkata,Avi Sen,57970,5,Retail,10789.118339796449,14475.161095457395,32705.720564746156,Completed,Net Banking,Referral
2025-01-11,Amit,Washing Machine,Jaipur,Omisha Gera,45643,2,Online,10361.974674580099,13178.784658019034,22102.240667400867,Completed,UPI,Search Engine
2024-05-31,Amit,Tablet,Bangalore,Anmol Rai,28972,1,Retail,4335.0,9851.773410698781,14785.226589301219,Cancelled,Cash on Delivery (COD),Social Media
2024-07-02,Ravi,Washing Machine,Jaipur,Lopa Vala,23698,2,Online,1940.0,9634.3395212061,12123.6604787939,Completed,UPI,Email
2024-03-30,Vikram,Laptop,Delhi,Vritti Kapoor,66078,1,Online,9513.679165178775,16016.788231244998,40547.53260357623,Shipped,Cash on Delivery (COD),Referral
2025-01-15,Karan,Air Conditioner,Jaipur,Yash Babu,56851,2,Retail,3275.0,24509.322176420927,29066.677823579073,Shipped,Credit Card,Advertisement
2024-12-31,Vikram,Camera,Pune,Falan Mital,50618,1,Retail,986.0,21595.528435456552,28036.471564543448,Returned,UPI,Search Engine
2024-11-06,Neha,Laptop,Bangalore,Chakrika Ramesh,65690,1,Online,5014.57246691145,17599.694699251675,43075.732833836875,Pending,Credit Card,Search Engine
2024-09-18,Priya,Tablet,Lucknow,Gaurika Vohra,51201,1,Online,2638.0,18037.987854616134,30525.012145383866,Returned,Debit Card,Search Engine
2024-10-18,Priya,Bluetooth Speaker,Pune,Anita Bhalla,4936,1,Online,1131.0293399640298,1489.8086529485383,2315.162007087432,Pending,Cash on Delivery (COD),Advertisement
2024-11-16,Neha,Refrigerator,Jaipur,Girik Kamdar,37802,2,Retail,7851.352913850627,7511.4346208451425,22439.21246530423,Pending,UPI,Search Engine
2024-05-20,Rajesh,Laptop,Lucknow,Chaitanya Sachar,107508,1,Retail,19570.112999305475,23387.21297495386,64550.67402574066,Shipped,Net Banking,Email
2024-10-22,Anjali,Smartphone,Hyderabad,Suhani Patil,61565,4,Online,13131.740804003663,10456.372347320159,37976.88684867618,Shipped,Debit Card,Referral
2024-06-06,Anjali,Headphones,Jaipur,Bhavna Nath,2425,4,Retail,389.0,705.2083093421074,1330.7916906578926,Shipped,Credit Card,Direct Visit
2024-02-14,Karan,Laptop,Hyderabad,Samar Bakshi,120506,2,Online,2193.0,38723.15412569986,79589.84587430014,Pending,UPI,Advertisement
2024-04-07,Karan,Smartwatch,Pune,Chaman Atwal,12964,2,Online,4724.0,1950.7841137628275,6289.2158862371725,Pending,Credit Card,Email
2024-04-07,Priya,Smartwatch,Hyderabad,Udant Saha,23072,2,Online,5117.9833666466475,6800.670690550274,11153.345942803078,Returned,Credit Card,Advertisement
2024-09-24,Neha,Air Conditioner,Delhi,Anmol Rai,30708,2,Retail,4923.859096925014,7162.852272185232,18621.288630889754,Completed,Debit Card,Direct Visit
2024-11-29,Anjali,Smartphone,Bangalore,Harrison Shere,53886,3,Online,11512.782728462893,4762.415875431552,37610.801396105555,Completed,Cash on Delivery (COD),Referral
2024-09-08,Sushma,Washing Machine,Delhi,Saumya Ratti,49036,2,Retail,3916.0,16089.59601604896,29030.40398395104,Cancelled,Debit Card,Email
2024-04-02,Karan,Refrigerator,Bangalore,Omisha Gera,78791,1,Online,16028.05681936614,13276.521445735967,49486.42173489789,Completed,Cash on Delivery (COD),Search Engine
2024-12-14,Vikram,Headphones,Lucknow,Avi Sen,4143,2,Retail,1089.0,1187.9378342879218,1866.062165712078,Pending,Net Banking,Advertisement
2024-04-13,Rajesh,Refrigerator,Mumbai,Andrew Desai,22927,2,Online,1402.0,7373.034740779609,14151.965259220391,Completed,Cash on Delivery (COD),Social Media
2024-05-20,Rajesh,Headphones,Kolkata,Mohini Bail,8908,4,Online,474.0,3201.8530363218324,5232.146963678168,Completed,Debit Card,Advertisement
2024-03-02,Neha,Air Conditioner,Lucknow,Ikshita Narayanan,56509,1,Online,1676.0,24057.721288085395,30775.278711914605,Completed,Debit Card,Advertisement
2024-05-02,Rajesh,Laptop,Lucknow,Bakhshi Subramanian,94638,1,Online,8699.678088348981,22347.515725159294,63590.806186491725,Shipped,UPI,Direct Visit
2024-04-24,Rajesh,Tablet,Chennai,Chaitanya Sachar,49409,2,Retail,3489.0,18892.523861147205,27027.476138852795,Returned,Debit Card,Advertisement
2024-01-26,Anjali,Washing Machine,Pune,Jairaj Nagy,21161,1,Retail,2749.0,7238.828243906011,11173.171756093989,Completed,Net Banking,Email
2024-09-15,Vikram,Camera,Mumbai,Lajita Balasubramanian,72251,1,Online,3818.0,31895.690623959927,36537.30937604007,Cancelled,Debit Card,Referral
2024-12-30,Priya,Bluetooth Speaker,Delhi,Gaurika Vohra,8403,5,Retail,1743.0,2068.1582406064945,4591.8417593935055,Completed,Credit Card,Referral
2024-03-20,Karan,Laptop,Lucknow,Ekanta Gopal,104755,2,Online,20561.059757480027,14343.395499645594,69850.54474287438,Returned,UPI,Advertisement
2024-11-18,Neha,Laptop,Mumbai,Pavani Nair,114146,1,Online,6739.0424437435395,37566.785393051556,69840.1721632049,Cancelled,Credit Card,Social Media
2024-09-07,Sushma,Air Conditioner,Hyderabad,Dhriti Babu,65347,1,Online,14857.021952900697,13180.460964911956,37309.51708218735,Cancelled,Cash on Delivery (COD),Direct Visit
2024-08-20,Ravi,Refrigerator,Mumbai,Michael Khurana,79692,1,Retail,12892.195516362199,16537.38026697292,50262.424216664884,Shipped,Debit Card,Referral
2024-04-22,Priya,Bluetooth Speaker,Delhi,Balhaar Nadig,2920,1,Online,304.8870361172965,1033.945308254785,1581.1676556279185,Returned,Cash on Delivery (COD),Referral
2024-03-23,Rajesh,Smartphone,Kolkata,Garima Srivastava,30533,3,Retail,5542.2357309609615,6516.579748701937,18474.1845203371,Pending,UPI,Social Media
2024-06-23,Amit,Tablet,Mumbai,Shaurya Nigam,44727,1,Retail,7870.318725889336,10870.421972611019,25986.259301499646,Completed,Cash on Delivery (COD),Email
2024-12-16,Anjali,Air Conditioner,Lucknow,Nikita Bera,50267,2,Retail,5505.160291283604,12271.59674372562,32490.242964990775,Returned,Credit Card,Search Engine
2024-06-02,Anjali,Smartphone,Mumbai,Manan Gopal,29204,3,Online,4024.5344283017853,7836.744963794468,17342.720607903746,Pending,Cash on Delivery (COD),Search Engine
2024-10-07,Karan,Headphones,Bangalore,Saumya Ratti,6663,1,Retail,788.0,1965.203880163098,3909.796119836902,Completed,Net Banking,Search Engine
2024-10-11,Priya,Refrigerator,Bangalore,Chakrika Ramesh,28448,2,Online,6522.451356641097,5608.065270839437,16317.483372519466,Returned,Net Banking,Search Engine
2024-03-02,Ravi,Bluetooth Speaker,Jaipur,Ryan Konda,4150,1,Online,736.0,1413.4541597952757,2000.545840204724,Returned,Credit Card,Referral
2024-12-25,Karan,Bluetooth Speaker,Kolkata,Vamakshi Ratta,7382,3,Retail,3084.0,682.444359439482,3615.555640560518,Shipped,Credit Card,Referral
2024-08-15,Anjali,Tablet,Kolkata,Ekapad Wason,50231,2,Online,10525.49513903039,13216.489119711867,26489.015741257743,Returned,UPI,Advertisement
2024-11-11,Sushma,Smartphone,Chennai,Lopa Vala,20267,4,Retail,3070.0,5378.309230155806,11818.690769844194,Completed,Cash on Delivery (COD),Referral
2024-07-02,Sushma,Bluetooth Speaker,Mumbai,Bhavna Nath,3803,1,Retail,2739.0,-358.9469790703538,1422.9469790703538,Returned,Debit Card,Direct Visit
2025-01-05,Amit,Smartphone,Ahmedabad,Harrison Shere,49712,3,Retail,3428.704453316156,16710.425412497385,29572.870134186458,Shipped,UPI,Email
2024-11-19,Priya,Tablet,Mumbai,Neelima Sagar,43534,2,Online,2792.0,12812.523385285745,27929.476614714255,Cancelled,Credit Card,Email
2024-12-19,Vikram,Bluetooth Speaker,Chennai,Samesh Bawa,6157,3,Retail,1028.1061928818954,1842.3502395954188,3286.543567522686,Returned,Net Banking,Email
2024-07-04,Anjali,Laptop,Delhi,Shaurya Nigam,62431,2,Retail,2764.0,13165.872543480473,46501.12745651953,Shipped,Cash on Delivery (COD),Social Media
2024-07-07,Rajesh,Bluetooth Speaker,Pune,Krishna Sood,8839,4,Retail,4623.0,138.19221535719407,4077.807784642806,Completed,Debit Card,Email
2024-12-01,Priya,Air Conditioner,Jaipur,Girik Kamdar,25519,1,Retail,4801.0,6672.225847561356,14045.774152438644,Pending,UPI,Social Media
2024-08-06,Rajesh,Refrigerator,Delhi,Harshil Raju,61712,2,Retail,1080.0,24810.9717663907,35821.0282336093,Pending,Cash on Delivery (COD),Social Media
2024-08-28,Ravi,Headphones,Chennai,Sanaya Purohit,4743,3,Retail,681.2531238090232,2123.7860204186904,1937.9608557722863,Cancelled,Net Banking,Search Engine
2024-05-22,Karan,Refrigerator,Delhi,Ubika Kari,22401,2,Online,4134.192214218463,6150.581120144223,12116.226665637314,Pending,UPI,Direct Visit
2024-02-05,Rajesh,Smartphone,Mumbai,Anita Balasubramanian,56505,4,Online,1439.0,23695.754729090208,31370.245270909792,Completed,Debit Card,Direct Visit
2024-09-13,Anjali,Headphones,Kolkata,Triya Mohanty,4266,3,Retail,3596.0,-1704.7541223110793,2374.7541223110793,Returned,Net Banking,Social Media
2024-12-23,Ravi,Camera,Delhi,Mohini Bail,59672,1,Retail,14309.366522565224,13779.588961944994,31583.044515489782,Shipped,Net Banking,Advertisement
2024-06-09,Amit,Refrigerator,Jaipur,Anmol Rai,21779,2,Online,3527.784365590876,7327.844675094751,10923.370959314372,Completed,Cash on Delivery (COD),Advertisement
2024-07-14,Anjali,Washing Machine,Jaipur,Chanakya Mannan,59822,2,Online,2906.0,21226.30771037809,35689.69228962191,Completed,Cash on Delivery (COD),Direct Visit
2024-08-29,Rajesh,Headphones,Kolkata,Saumya Ratti,3417,1,Online,404.374923504231,1302.119668027838,1710.505408467931,Returned,Credit Card,Search Engine
2024-05-08,Priya,Refrigerator,Mumbai,Garima Srivastava,27403,1,Retail,1994.8386588201881,7757.708358382557,17650.452982797255,Shipped,Credit Card,Social Media
2024-05-07,Rajesh,Camera,Ahmedabad,Ubika Kari,26691,1,Retail,347.0,9207.3086985181,17136.6913014819,Completed,Cash on Delivery (COD),Social Media
2024-06-22,Manoj,Smartwatch,Lucknow,Ubika Khatri,12439,2,Online,3863.0,2526.480479322703,6049.519520677297,Pending,Cash on Delivery (COD),Search Engine
2024-02-15,Rajesh,Laptop,Bangalore,Michael Khurana,82129,1,Retail,4567.0,24876.91561570949,52685.08438429051,Pending,Net Banking,Advertisement
2024-08-28,Amit,Refrigerator,Bangalore,Jack Sura,53267,2,Online,10181.101654089716,15997.96429316544,27087.934052744844,Returned,Cash on Delivery (COD),Referral
2024-05-31,Rajesh,Laptop,Ahmedabad,Chaman Atwal,140112,2,Online,16529.6668437363,33557.050378839005,90025.2827774247,Shipped,Debit Card,Search Engine
2024-11-26,Neha,Bluetooth Speaker,Hyderabad,Mohini Bail,3011,2,Retail,546.8179840986269,1150.1989805892658,1313.9830353121074,Pending,Net Banking,Search Engine
2025-01-13,Ravi,Smartphone,Ahmedabad,Samesh Bawa,53096,2,Retail,3140.0,17827.49820793924,32128.50179206076,Shipped,Credit Card,Direct Visit
2024-06-05,Neha,Smartwatch,Ahmedabad,Hema Varughese,10408,2,Online,1745.0,2583.8314225726717,6079.168577427328,Cancelled,Net Banking,Social Media
2024-09-26,Sushma,Smartphone,Chennai,Ekapad Wason,41890,3,Retail,5348.675992336503,9054.046208925385,27487.277798738112,Pending,Net Banking,Email
2024-02-26,Rajesh,Washing Machine,Mumbai,Zansi Shankar,46704,2,Retail,9547.023484772377,14530.986776746995,22625.989738480628,Completed,Cash on Delivery (COD),Email
2024-02-11,Neha,Refrigerator,Hyderabad,Ubika Khatri,40741,2,Online,5288.395158477325,13028.400530681833,22424.204310840843,Shipped,Debit Card,Direct Visit
2024-11-17,Manoj,Camera,Mumbai,Chakrika Kadakia,80574,2,Retail,4804.0,35447.84906040353,40322.15093959647,Shipped,Cash on Delivery (COD),Email
2024-05-04,Priya,Tablet,Hyderabad,Brijesh Bandi,35109,2,Retail,4867.0,11801.77928242481,18440.22071757519,Pending,Cash on Delivery (COD),Direct Visit
2024-02-09,Manoj,Camera,Jaipur,Triya Mohanty,75143,2,Online,404.0,33284.90554109868,41454.09445890132,Completed,Credit Card,Advertisement
2024-07-16,Amit,Camera,Bangalore,Balhaar Nadig,78731,1,Retail,19272.607678993838,15460.053398675904,43998.33892233026,Shipped,Debit Card,Advertisement
2024-02-10,Manoj,Bluetooth Speaker,Bangalore,Sneha Singhal,8541,2,Retail,1260.0,2755.780007406129,4525.219992593871,Completed,Credit Card,Direct Visit
2024-03-29,Neha,Bluetooth Speaker,Lucknow,Ryan Konda,9457,1,Retail,416.0,5481.521107205495,3559.478892794504,Cancelled,Credit Card,Email
2024-03-29,Manoj,Smartwatch,Mumbai,Krishna Sood,3002,1,Online,802.0,705.6258597795381,1494.3741402204619,Shipped,Debit Card,Direct Visit
2024-12-21,Amit,Air Conditioner,Chennai,Girik Kamdar,50310,2,Online,10841.141043427531,10078.443307805384,29390.415648767084,Shipped,Net Banking,Advertisement
2024-07-16,Vikram,Air Conditioner,Delhi,Akshay Ghosh,68909,1,Retail,3210.0,24462.51793617676,41236.48206382324,Pending,UPI,Referral
2024-08-26,Amit,Bluetooth Speaker,Hyderabad,Anita Balasubramanian,7490,4,Online,1849.9342492306307,2887.721154690793,2752.3445960785766,Completed,Debit Card,Advertisement
2024-09-11,Rajesh,Headphones,Lucknow,Udant Saha,2853,1,Retail,666.2339978852186,670.9302127582001,1515.8357893565812,Cancelled,Debit Card,Advertisement
2024-10-22,Amit,Smartwatch,Ahmedabad,Ryan Konda,5148,2,Online,1094.816842551241,994.9333204970374,3058.2498369517216,Shipped,UPI,Direct Visit
2024-10-14,Vikram,Tablet,Chennai,Nikita Bera,5222,1,Retail,3098.0,-1269.5564149240736,3393.5564149240736,Returned,Cash on Delivery (COD),Social Media
2024-04-27,Manoj,Smartwatch,Bangalore,Vanya Jaggi,22199,1,Retail,3906.97821618826,7958.854780085081,10333.16700372666,Completed,Credit Card,Email
2024-06-27,Rajesh,Camera,Pune,Chandresh Wason,92809,2,Online,1137.0,27084.40626620913,64587.59373379087,Cancelled,Cash on Delivery (COD),Referral
2024-10-05,Sushma,Smartwatch,Lucknow,Jalsa Kunda,16241,1,Online,3885.0579082021563,3216.071135450505,9139.870956347339,Cancelled,Cash on Delivery (COD),Advertisement
2024-03-12,Vikram,Washing Machine,Mumbai,Gaurika Vohra,35860,2,Retail,7581.174764484049,11044.444166403815,17234.381069112136,Shipped,Credit Card,Direct Visit
2025-01-16,Rajesh,Tablet,Kolkata,Triya Mohanty,5187,2,Retail,2148.0,124.8694431405388,2914.130556859461,Returned,Credit Card,Search Engine
2024-02-08,Amit,Bluetooth Speaker,Ahmedabad,Ekavir Warrior,5086,2,Online,382.93475257699356,2493.034630322621,2210.0306171003854,Shipped,Credit Card,Search Engine
2024-06-25,Ravi,Washing Machine,Lucknow,Kalpit Sarkar,42931,1,Online,4755.0,16457.40514156832,21718.59485843168,Pending,Debit Card,Search Engine
2024-07-21,Neha,Refrigerator,Chennai,Anita Bhalla,40044,2,Online,2289.0,13349.949017416719,24405.05098258328,Pending,Net Banking,Advertisement
2024-11-08,Neha,Air Conditioner,Ahmedabad,Jairaj Nagy,43050,1,Retail,2641.0,13046.882515414738,27362.117484585262,Completed,Credit Card,Direct Visit
2024-02-11,Priya,Tablet,Kolkata,Lajita Balasubramanian,7583,1,Retail,1471.988723988585,1228.4796321056535,4882.5316439057615,Cancelled,Cash on Delivery (COD),Advertisement
2024-06-14,Manoj,Camera,Pune,Tejas Sachdeva,40581,1,Online,478.0,12919.398739378485,27183.601260621515,Cancelled,Debit Card,Social Media
2024-12-17,Vikram,Smartwatch,Pune,Advika Vyas,3820,1,Retail,1317.0,616.9242932922289,1886.0757067077711,Cancelled,Cash on Delivery (COD),Advertisement
2024-04-27,Rajesh,Smartphone,Chennai,Pavani Nair,51065,3,Online,837.0,20580.763382438236,29647.236617561764,Returned,Cash on Delivery (COD),Direct Visit
2024-12-21,Karan,Headphones,Ahmedabad,Vedika Chacko,5991,3,Online,1266.0,1577.7732229333988,3147.2267770666012,Pending,Cash on Delivery (COD),Advertisement
2024-02-27,Manoj,Washing Machine,Bangalore,Chaitanya Sachar,24596,1,Retail,374.0,12754.552793578783,11467.447206421217,Cancelled,Credit Card,Email
2024-10-14,Ravi,Air Conditioner,Ahmedabad,Chandresh Wason,49408,2,Retail,9769.065544008197,13701.738957912916,25937.195498078887,Shipped,Debit Card,Direct Visit
2024-10-15,Neha,Smartphone,Ahmedabad,Chanakya Mannan,39413,1,Retail,5571.549727299357,10867.134615204657,22974.315657495987,Pending,Cash on Delivery (COD),Advertisement
2024-06-14,Neha,Washing Machine,Pune,Brijesh Bandi,58689,1,Retail,2393.0,27526.23016759007,28769.76983240993,Cancelled,Credit Card,Referral
2024-07-22,Neha,Tablet,Jaipur,Girik Kamdar,46244,1,Online,796.0,15883.119166838624,29564.880833161376,Shipped,Debit Card,Direct Visit
2024-10-17,Manoj,Laptop,Hyderabad,Krishna Sood,55529,2,Online,5124.252046798851,10158.928454308807,40245.81949889234,Cancelled,UPI,Social Media
2024-08-27,Priya,Bluetooth Speaker,Hyderabad,Lopa Vala,1385,4,Online,298.3249601296577,415.750605090719,670.9244347796233,Shipped,Net Banking,Email
2024-02-23,Karan,Headphones,Bangalore,Jack Sura,1787,5,Online,222.0,711.4839668741657,853.5160331258343,Completed,UPI,Search Engine
2024-03-08,Amit,Smartphone,Ahmedabad,Ayush Sen,69561,2,Retail,6045.975695670921,19352.101521013934,44162.922783315145,Completed,Debit Card,Email
2024-10-01,Amit,Headphones,Lucknow,Andrew Desai,1961,1,Online,3138.0,-2312.3309803063303,1135.3309803063305,Shipped,Cash on Delivery (COD),Advertisement
2024-12-23,Sushma,Camera,Chennai,Triya Mohanty,78188,1,Online,633.0,29396.901689587918,48158.09831041208,Shipped,Debit Card,Referral
2024-04-23,Ravi,Bluetooth Speaker,Kolkata,Arjun Sama,2471,1,Retail,275.88886661450414,1267.673562557419,927.4375708280769,Completed,Debit Card,Search Engine
2024-03-10,Amit,Camera,Lucknow,Tejas Sachdeva,39714,1,Online,1326.0,11442.149623263784,26945.850376736216,Completed,UPI,Referral
2024-10-30,Sushma,Camera,Kolkata,Michael Khurana,21389,1,Retail,4282.3432627352595,5701.782907004797,11404.873830259943,Cancelled,Debit Card,Advertisement
2024-02-22,Anjali,Tablet,Delhi,Jairaj Nagy,39835,1,Retail,8261.568041128694,9061.158023367547,22512.27393550376,Cancelled,Cash on Delivery (COD),Email
2025-01-04,Ravi,Camera,Kolkata,Tejas Sachdeva,55502,2,Retail,4103.0,16781.364042583155,34617.635957416845,Returned,Credit Card,Advertisement
2024-06-26,Sushma,Bluetooth Speaker,Bangalore,Zaid Tak,7828,5,Retail,2154.0,2005.8797345973217,3668.120265402679,Completed,Credit Card,Social Media
2024-12-24,Priya,Smartwatch,Lucknow,Ayush Sen,13479,1,Online,565.0,6200.131590547816,6713.868409452184,Completed,Debit Card,Direct Visit
2024-09-16,Manoj,Tablet,Delhi,Omisha Gera,5819,2,Online,4356.0,-2024.4669651376134,3487.4669651376134,Cancelled,UPI,Email
2024-02-09,Priya,Air Conditioner,Bangalore,Bakhshi Subramanian,62959,1,Online,2469.0,24864.341599706182,35625.65840029382,Cancelled,Debit Card,Direct Visit
2024-09-15,Neha,Refrigerator,Chennai,Hema Varughese,60905,2,Online,9366.451453224316,12339.261404138702,39199.28714263698,Completed,UPI,Direct Visit
2024-04-22,Priya,Tablet,Chennai,Jalsa Kunda,7885,1,Online,1532.0,1288.5213075911051,5064.478692408895,Returned,Debit Card,Search Engine
2024-03-15,Neha,Headphones,Kolkata,Ubika Kari,6949,5,Retail,2644.0,1230.6512332813168,3074.3487667186832,Cancelled,Cash on Delivery (COD),Social Media
2024-03-02,Priya,Camera,Bangalore,Alka Gupta,61188,2,Retail,14488.722024511311,7907.332378063338,38791.94559742535,Returned,Debit Card,Email
2024-05-25,Priya,Air Conditioner,Kolkata,Omisha Gera,25531,1,Retail,1670.0511814614263,7488.95753199318,16371.991286545393,Cancelled,Net Banking,Search Engine
2024-09-22,Karan,Camera,Ahmedabad,Gayathri Shetty,25017,2,Retail,936.0,10131.154655005945,13949.845344994055,Completed,Cash on Delivery (COD),Social Media
2025-01-10,Rajesh,Bluetooth Speaker,Mumbai,Nidra Varughese,7674,1,Online,2190.0,2577.563469223105,2906.4365307768944,Cancelled,UPI,Advertisement
